"X","Y","Z","TimeStep1 - u","TimeStep1 - v"
-2.52,0.0,0.0,-5.8384275058203524e-05,-3.770475433246002e-05
-2.48,0.0,0.0,-5.8655869505447366e-05,-4.110403850696067e-05
-2.44,0.0,0.0,-5.888585208875308e-05,-4.442411921745707e-05
-2.4,0.0,0.0,-5.9084739692442604e-05,-4.763132529151955e-05
-2.36,0.0,0.0,-5.9239880916323794e-05,-5.0697273061150716e-05
-2.32,0.0,0.0,-5.937007679135448e-05,-5.3592988753790484e-05
-2.28,0.0,0.0,-5.9455995199021166e-05,-5.628811355169301e-05
-2.24,0.0,0.0,-5.953765932517065e-05,-5.8757965488135296e-05
-2.2,0.0,0.0,-5.962387237056398e-05,-6.100004364757649e-05
-2.16,0.0,0.0,-5.979316773285428e-05,-6.316679783318652e-05
-2.12,0.0,0.0,-5.9946191399351695e-05,-6.535270402608639e-05
-2.08,0.0,0.0,-6.002958529369218e-05,-6.758231641475138e-05
-2.04,0.0,0.0,-6.004157463627172e-05,-6.981736828152778e-05
-1.96,1.0,0.0,-1.4557640055367978e-05,-7.746531018512574e-05
-1.92,1.0,0.0,-1.472394848325087e-05,-7.963055923236949e-05
-1.88,1.0,0.0,-1.4955365729189878e-05,-8.176106341598043e-05
-1.84,1.0,0.0,-1.5255011835147698e-05,-8.381956463691462e-05
-1.8,1.0,0.0,-1.557649454565783e-05,-8.581979081758389e-05
-1.76,1.0,0.0,-1.583103065839348e-05,-8.784959331094555e-05
-1.720000000000001,1.0,0.0,-1.608053251962866e-05,-9.004448655606766e-05
-1.680000000000001,1.0,0.0,-1.6342748683254265e-05,-9.240481758496589e-05
-1.640000000000001,1.0,0.0,-1.6646531037943968e-05,-9.489646903832967e-05
-1.600000000000001,1.0,0.0,-1.697834823756334e-05,-9.749607760435144e-05
-1.560000000000001,1.0,0.0,-1.7347509249793537e-05,-0.00010016847204302139
-1.520000000000001,1.0,0.0,-1.7745245270057706e-05,-0.00010289623571503224
-1.48,1.0,0.0,-1.8174270179130607e-05,-0.00010564576701579107
-1.44,1.0,0.0,-1.8632446698477494e-05,-0.00010840352262426758
-1.4,1.0,0.0,-1.911673932226598e-05,-0.00011113594711747799
-1.36,1.0,0.0,-1.9632141736617575e-05,-0.00011383264121390565
-1.32,1.0,0.0,-2.0166131621428505e-05,-0.00011645822756603264
-1.28,1.0,0.0,-2.0733825411703254e-05,-0.00011901068223655071
-1.24,1.0,0.0,-2.1316572142734774e-05,-0.0001214486659633599
-1.2,1.0,0.0,-2.1929602735671072e-05,-0.00012377958877727967
-1.16,1.0,0.0,-2.2559754775517408e-05,-0.0001259653296256829
-1.12,1.0,0.0,-2.3205201077141715e-05,-0.00012798055674264749
-1.08,1.0,0.0,-2.389917436434249e-05,-0.000129802001969539
-1.04,1.0,0.0,-2.4543535513745153e-05,-0.00013140651473448638
-1.04,0.0,0.0,-5.6705656967862544e-05,-0.00012921890142224187
-1.08,0.0,0.0,-5.70514382309977e-05,-0.00012725719997309405
-1.12,0.0,0.0,-5.735376581762562e-05,-0.0001252313232576964
-1.16,0.0,0.0,-5.75980682389573e-05,-0.0001231719674298479
-1.2,0.0,0.0,-5.7804463461674357e-05,-0.00012109820849433
-1.24,0.0,0.0,-5.803043891332938e-05,-0.00011899702339402175
-1.279999999999999,0.0,0.0,-5.8255924196517015e-05,-0.00011680597899231216
-1.319999999999999,0.0,0.0,-5.848337964715555e-05,-0.00011451874000720511
-1.359999999999999,0.0,0.0,-5.869496259143609e-05,-0.00011213935009430525
-1.399999999999999,0.0,0.0,-5.8898836328501804e-05,-0.00010968054294329245
-1.439999999999999,0.0,0.0,-5.908526331402419e-05,-0.000107150558774542
-1.479999999999999,0.0,0.0,-5.9259840911696704e-05,-0.00010456288116876413
-1.52,0.0,0.0,-5.941642500488233e-05,-0.00010192955478044464
-1.56,0.0,0.0,-5.955903068473545e-05,-9.926019164269628e-05
-1.6,0.0,0.0,-5.9681079975194104e-05,-9.657218907765286e-05
-1.64,0.0,0.0,-5.9785081429435715e-05,-9.387766882981192e-05
-1.68,0.0,0.0,-5.9870166530073024e-05,-9.11969724808452e-05
-1.72,0.0,0.0,-5.9930960818799235e-05,-8.85388061201557e-05
-1.76,0.0,0.0,-5.9972659537938824e-05,-8.593167471876637e-05
-1.8,0.0,0.0,-5.99855468679441e-05,-8.338119407811963e-05
-1.84,0.0,0.0,-5.997534421609629e-05,-8.09234895978016e-05
-1.88,0.0,0.0,-5.995674701939043e-05,-7.857877090055295e-05
-1.92,0.0,0.0,-5.99316409504816e-05,-7.634976696385282e-05
-1.96,0.0,0.0,-5.9954050489333074e-05,-7.419135041636051e-05
-1.9,0.7611111111111774,0.0,-2.6300616612358607e-05,-7.995432172770507e-05
-1.9,0.7222222222223885,0.0,-2.8061846865779547e-05,-7.945685380881352e-05
-1.9,0.6833333333335465,0.0,-2.972197116877225e-05,-7.905043889505692e-05
-1.9,0.6444444444447649,0.0,-3.132854041091292e-05,-7.870260108834401e-05
-1.9,0.6055555555560048,0.0,-3.2881998722009064e-05,-7.840418459215945e-05
-1.9,0.5666666666673027,0.0,-3.4399812162400436e-05,-7.81453308670184e-05
-1.9,0.52777777777855,0.0,-3.589604783570538e-05,-7.792890430542087e-05
-1.9,0.4888888888897357,0.0,-3.7377741739898545e-05,-7.77424680230626e-05
-1.9,0.450000000000954,0.0,-3.887444978119674e-05,-7.759523757941148e-05
-1.9,0.411111111111964,0.0,-4.0386855893404255e-05,-7.748998168181828e-05
-1.9,0.3722222222229714,0.0,-4.193928691289727e-05,-7.742386732305025e-05
-1.9,0.33333333333398,0.0,-4.354757341263123e-05,-7.738842451177295e-05
-1.9,0.2944444444449826,0.0,-4.522726283758489e-05,-7.737707373428528e-05
-1.9,0.2555555555559914,0.0,-4.6980773212069046e-05,-7.74017028813928e-05
-1.9,0.2166666666669811,0.0,-4.881014326020051e-05,-7.74182130759408e-05
-1.9,0.177777777778002,0.0,-5.070054061694501e-05,-7.743385051798963e-05
-1.9,0.1388888888889817,0.0,-5.2604133142701494e-05,-7.746155195605071e-05
-1.861111111111207,0.1,0.0,-5.4155250290428024e-05,-7.978961738286795e-05
-1.822222222222381,0.1,0.0,-5.390770465695667e-05,-8.213745926550143e-05
-1.783333333333622,0.1,0.0,-5.3707754516283897e-05,-8.456904459394359e-05
-1.744444444444786,0.1,0.0,-5.3513662027626154e-05,-8.707503355799505e-05
-1.705555555556018,0.1,0.0,-5.3353948533451595e-05,-8.962878077239163e-05
-1.666666666667201,0.1,0.0,-5.3206514136452276e-05,-9.222408000245666e-05
-1.627777777778399,0.1,0.0,-5.308376560793357e-05,-9.483505002205857e-05
-1.588888888889616,0.1,0.0,-5.297826167361833e-05,-9.745590229094581e-05
-1.550000000000781,0.1,0.0,-5.288872736197252e-05,-0.00010006405494541539
-1.511111111111771,0.1,0.0,-5.282109271460218e-05,-0.00010265174172690241
-1.472222222222709,0.1,0.0,-5.275967594822172e-05,-0.00010520350171927354
-1.433333333333666,0.1,0.0,-5.272569013229251e-05,-0.00010771145535319985
-1.394444444444637,0.1,0.0,-5.268939099422291e-05,-0.00011015970820573528
-1.355555555555671,0.1,0.0,-5.268344593198864e-05,-0.00011254367390337235
-1.316666666666811,0.1,0.0,-5.2670053615378205e-05,-0.00011484864933057459
-1.277777777777811,0.1,0.0,-5.269029787735032e-05,-0.00011707173547458376
-1.238888888888961,0.1,0.0,-5.2705040681755705e-05,-0.00011920077352607864
-1.227999999999937,0.1279999999999374,0.0,-5.1634690780946964e-05,-0.00011953781404484257
-1.25599999999988,0.1559999999998803,0.0,-5.0429570787864484e-05,-0.00011789663526944898
-1.283999999999828,0.1839999999998276,0.0,-4.9226990071111303e-05,-0.00011627989411260317
-1.311999999999754,0.2119999999997539,0.0,-4.804241844401975e-05,-0.000114685110908488
-1.339999999999637,0.2399999999996369,0.0,-4.687659406813e-05,-0.00011309938778780184
-1.3679999999995,0.2679999999994996,0.0,-4.5728999416385784e-05,-0.00011152356750578386
-1.395999999999371,0.295999999999371,0.0,-4.459623906492906e-05,-0.00010995211418099595
-1.423999999999296,0.3239999999992959,0.0,-4.347452314239361e-05,-0.00010838251970949008
-1.451999999999219,0.351999999999219,0.0,-4.236104114812088e-05,-0.00010681240728652222
-1.479999999999137,0.3799999999991371,0.0,-4.125335866686195e-05,-0.00010524083245609257
-1.507999999999055,0.4079999999990552,0.0,-4.014919893164075e-05,-0.00010366599876690564
-1.535999999998973,0.4359999999989734,0.0,-3.904631087146057e-05,-0.00010208651385689062
-1.563999999998995,0.4639999999989951,0.0,-3.794312044346223e-05,-0.00010050159343655916
-1.591999999999088,0.4919999999990878,0.0,-3.683809316675547e-05,-9.890968023302991e-05
-1.619999999999178,0.5199999999991785,0.0,-3.573019179067044e-05,-9.731062467060894e-05
-1.647999999999272,0.5479999999992725,0.0,-3.461727065490639e-05,-9.570545485757616e-05
-1.675999999999322,0.5759999999993219,0.0,-3.349814337494465e-05,-9.409184993510913e-05
-1.703999999999369,0.6039999999993686,0.0,-3.2374651430804826e-05,-9.246985850655614e-05
-1.731999999999459,0.6319999999994589,0.0,-3.124377989174263e-05,-9.084294311497976e-05
-1.759999999999549,0.6599999999995491,0.0,-3.0106206764553e-05,-8.920932030886802e-05
-1.787999999999639,0.6879999999996392,0.0,-2.896568324729789e-05,-8.757124549381818e-05
-1.815999999999729,0.7159999999997294,0.0,-2.78272337928067e-05,-8.592640782027397e-05
-1.84399999999982,0.7439999999998197,0.0,-2.670200539073816e-05,-8.425111688838255e-05
-1.87199999999991,0.7719999999999099,0.0,-2.5582903821515467e-05,-8.251959324900961e-05
-1.772000000000064,0.8720000000000638,0.0,-2.098959167234725e-05,-8.795176884212214e-05
-1.744000000000128,0.8440000000001275,0.0,-2.2078774416829892e-05,-8.964689182387572e-05
-1.71600000000017,0.8160000000001696,0.0,-2.3226577954151477e-05,-9.131590945044932e-05
-1.688000000000239,0.7880000000002386,0.0,-2.4397093019162394e-05,-9.295696342721371e-05
-1.660000000000347,0.7600000000003471,0.0,-2.5563923789247886e-05,-9.458187872823305e-05
